timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687344620139,384,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-6,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,384,0,75
1687344620083,462,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-7,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,447,0,135
1687344620226,344,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-3,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,344,0,46
1687344620471,334,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-10,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,334,0,45
1687344620470,360,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-2,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,360,0,60
1687344620483,349,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-5,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,349,0,49
1687344620494,347,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-8,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,347,0,48
1687344620493,351,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-4,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,351,0,53
1687344620518,346,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-9,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,346,0,51
1687344620520,345,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-1,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,329,0,37
1687344620523,350,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-6,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,350,0,49
1687344620545,349,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-7,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,349,0,44
1687344620571,335,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-3,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,335,0,39
1687344620806,349,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-10,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,349,0,48
1687344620845,549,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-4,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,549,0,65
1687344620842,589,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-8,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,589,0,65
1687344620831,773,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-2,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,773,0,43
1687344620833,774,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-5,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,774,0,41
1687344620864,743,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-9,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,743,0,269
1687344620866,752,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-1,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,744,0,266
1687344620873,745,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-6,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,745,0,262
1687344620907,735,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-3,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,735,0,436
1687344620895,750,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-7,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,750,0,449
1687344621155,506,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-10,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,506,0,201
1687344621394,730,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-4,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,714,0,278
1687344621432,722,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-8,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,722,0,410
1687344621610,598,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-5,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,598,0,279
1687344621644,566,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-3,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,566,0,243
1687344621606,604,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-2,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,604,0,289
1687344621620,590,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-6,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,590,0,284
1687344621610,600,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-9,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,600,0,292
1687344621662,549,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-10,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,549,0,242
1687344621647,564,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-7,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,564,0,257
1687344621620,591,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-1,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,591,0,282
1687344622126,430,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-4,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,414,0,121
1687344622156,401,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-8,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,401,0,100
1687344622209,350,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-5,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,350,0,46
1687344622211,377,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-7,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,377,0,59
1687344622212,379,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-2,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,379,0,52
1687344622211,382,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-3,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,382,0,52
1687344622211,389,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-10,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,389,0,54
1687344622211,402,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-9,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,385,0,55
1687344622211,601,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-6,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,601,0,55
1687344622212,593,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-1,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,593,0,54
1687344622560,346,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-5,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,346,0,47
1687344622557,352,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-8,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,352,0,51
1687344622557,361,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-4,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,352,0,52
1687344622589,419,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-7,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,419,0,79
1687344622613,399,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-9,text,true,,1225,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/krusty,399,0,66
1687344622600,415,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-10,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,415,0,64
1687344622591,437,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-2,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,437,0,76
1687344622594,438,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-3,text,true,,3187,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/lisa,431,0,70
1687344622817,334,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-6,text,true,,2350,150,10,10,https://apisimpsons.fly.dev/api/personajes/find/homero,333,0,45
1687344622817,346,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-1,text,true,,1835,149,10,10,https://apisimpsons.fly.dev/api/personajes/find/marge,345,0,49
1687344622910,367,get personaje,200,OK,RequestPorPersonaje - 5 c/ 2 min 1-8,text,true,,1892,148,10,10,https://apisimpsons.fly.dev/api/personajes/find/bart,367,0,78
