timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1687613605147,1925,/api/v2/berry/iapapa,200,OK,Poke Api - run 1-1,text,true,,1918,134,1,1,https://pokeapi.co/api/v2/berry/iapapa,1924,0,1299
1687613607074,31,/api/v2/berry-firmness/very-soft,200,OK,Poke Api - run 1-1,text,true,,2231,146,2,2,https://pokeapi.co/api/v2/berry-firmness/very-soft,31,0,0
1687613607106,62,/api/v2/berry-flavor/spicy,200,OK,Poke Api - run 1-1,text,true,,4121,140,2,2,https://pokeapi.co/api/v2/berry-flavor/spicy,61,0,0
1687613607169,45,/api/v2/contest-type/cool,200,OK,Poke Api - run 1-1,text,true,,1752,139,2,2,https://pokeapi.co/api/v2/contest-type/cool,45,0,0
1687613607090,150,/api/v2/berry/pinap,200,OK,Poke Api - run 1-2,text,true,,1928,133,2,2,https://pokeapi.co/api/v2/berry/pinap,149,0,104
1687613607215,27,/api/v2/contest-effect/1,200,OK,Poke Api - run 1-1,text,true,,1424,138,2,2,https://pokeapi.co/api/v2/contest-effect/1,27,0,0
1687613607243,23,/api/v2/berry-firmness/soft,200,OK,Poke Api - run 1-2,text,true,,2804,141,2,2,https://pokeapi.co/api/v2/berry-firmness/soft,22,0,0
1687613607242,26,/api/v2/super-contest-effect/1,200,OK,Poke Api - run 1-1,text,true,,2347,144,2,2,https://pokeapi.co/api/v2/super-contest-effect/1,23,0,0
1687613607267,105,/api/v2/berry-flavor/dry,200,OK,Poke Api - run 1-2,text,true,,4209,138,2,2,https://pokeapi.co/api/v2/berry-flavor/dry,103,0,0
1687613607269,109,/api/v2/item/ultra-ball,200,OK,Poke Api - run 1-1,text,true,,19490,137,2,2,https://pokeapi.co/api/v2/item/ultra-ball,103,0,0
1687613607374,24,/api/v2/contest-type/beauty,200,OK,Poke Api - run 1-2,text,true,,1756,141,2,2,https://pokeapi.co/api/v2/contest-type/beauty,23,0,0
1687613607379,95,/api/v2/item-attribute/countable,200,OK,Poke Api - run 1-1,text,true,,5918,146,2,2,https://pokeapi.co/api/v2/item-attribute/countable,93,0,0
1687613607474,366,/api/v2/item-category/plates,200,OK,Poke Api - run 1-1,text,true,,2581,142,2,2,https://pokeapi.co/api/v2/item-category/plates,365,0,0
1687613607398,447,/api/v2/contest-effect/3,200,OK,Poke Api - run 1-2,text,true,,1487,138,2,2,https://pokeapi.co/api/v2/contest-effect/3,447,0,0
1687613607841,24,/api/v2/item-fling-effect/burn,200,OK,Poke Api - run 1-1,text,true,,1321,144,2,2,https://pokeapi.co/api/v2/item-fling-effect/burn,24,0,0
1687613607845,28,/api/v2/super-contest-effect/3,404,Not Found,Poke Api - run 1-2,text,false,,993,144,2,2,https://pokeapi.co/api/v2/super-contest-effect/3,28,0,0
1687613607865,21,/api/v2/item-pocket/medicine,200,OK,Poke Api - run 1-1,text,true,,2073,142,2,2,https://pokeapi.co/api/v2/item-pocket/medicine,21,0,0
1687613607874,24,/api/v2/item/poke-ball,200,OK,Poke Api - run 1-2,text,true,,19859,136,2,2,https://pokeapi.co/api/v2/item/poke-ball,21,0,0
1687613607887,20,/api/v2/location/eterna-forest,200,OK,Poke Api - run 1-1,text,true,,1617,144,2,2,https://pokeapi.co/api/v2/location/eterna-forest,20,0,0
1687613607898,25,/api/v2/item-attribute/holdable,200,OK,Poke Api - run 1-2,text,true,,12786,145,2,2,https://pokeapi.co/api/v2/item-attribute/holdable,22,0,0
1687613607924,19,/api/v2/item-category/training,200,OK,Poke Api - run 1-2,text,true,,1860,144,2,2,https://pokeapi.co/api/v2/item-category/training,19,0,0
1687613607907,40,/api/v2/location-area/eterna-forest-area,200,OK,Poke Api - run 1-1,text,true,,30328,154,2,2,https://pokeapi.co/api/v2/location-area/eterna-forest-area,21,0,0
1687613607943,21,/api/v2/item-fling-effect/paralyze,200,OK,Poke Api - run 1-2,text,true,,1326,148,2,2,https://pokeapi.co/api/v2/item-fling-effect/paralyze,21,0,0
1687613607948,24,/api/v2/pal-park-area/forest,200,OK,Poke Api - run 1-1,text,true,,12583,142,2,2,https://pokeapi.co/api/v2/pal-park-area/forest,22,0,0
1687613607965,21,/api/v2/item-pocket/machines,200,OK,Poke Api - run 1-2,text,true,,1736,142,2,2,https://pokeapi.co/api/v2/item-pocket/machines,20,0,0
1687613607972,25,/api/v2/region/unova,200,OK,Poke Api - run 1-1,text,true,,11200,134,2,2,https://pokeapi.co/api/v2/region/unova,20,0,0
1687613607986,25,/api/v2/location/chargestone-cave,200,OK,Poke Api - run 1-2,text,true,,2060,147,2,2,https://pokeapi.co/api/v2/location/chargestone-cave,24,0,0
1687613607998,20,/api/v2/encounter-method/walk,200,OK,Poke Api - run 1-1,text,true,,1516,143,2,2,https://pokeapi.co/api/v2/encounter-method/walk,20,0,0
1687613608011,25,/api/v2/location-area/pastoria-city-area,200,OK,Poke Api - run 1-2,text,true,,15666,154,2,2,https://pokeapi.co/api/v2/location-area/pastoria-city-area,22,0,0
1687613608018,22,/api/v2/encounter-condition/swarm,200,OK,Poke Api - run 1-1,text,true,,1579,147,2,2,https://pokeapi.co/api/v2/encounter-condition/swarm,22,0,0
1687613608041,18,/api/v2/encounter-condition-value/swarm-yes,200,OK,Poke Api - run 1-1,text,true,,1532,157,2,2,https://pokeapi.co/api/v2/encounter-condition-value/swarm-yes,18,0,0
1687613608036,39,/api/v2/pal-park-area/field,200,OK,Poke Api - run 1-2,text,true,,20936,141,2,2,https://pokeapi.co/api/v2/pal-park-area/field,36,0,0
1687613608060,22,/api/v2/berry/razz,200,OK,Poke Api - run 1-1,text,true,,1927,132,2,2,https://pokeapi.co/api/v2/berry/razz,22,0,0
1687613608075,22,/api/v2/region/johto,200,OK,Poke Api - run 1-2,text,true,,7232,134,2,2,https://pokeapi.co/api/v2/region/johto,21,0,0
1687613608098,92,/api/v2/encounter-method/surf,200,OK,Poke Api - run 1-2,text,true,,1414,143,2,2,https://pokeapi.co/api/v2/encounter-method/surf,92,0,0
1687613608082,110,/api/v2/berry-firmness/hard,200,OK,Poke Api - run 1-1,text,true,,2607,141,2,2,https://pokeapi.co/api/v2/berry-firmness/hard,110,0,0
1687613608193,24,/api/v2/berry-flavor/sweet,200,OK,Poke Api - run 1-1,text,true,,4119,140,2,2,https://pokeapi.co/api/v2/berry-flavor/sweet,24,0,0
1687613608191,24,/api/v2/encounter-condition/radar,200,OK,Poke Api - run 1-2,text,true,,1589,147,2,2,https://pokeapi.co/api/v2/encounter-condition/radar,24,0,0
1687613608232,19,/api/v2/contest-type/cute,200,OK,Poke Api - run 1-1,text,true,,1758,139,2,2,https://pokeapi.co/api/v2/contest-type/cute,19,0,0
